		Russia	Russia	Russia	Russia	China	China	China	China	France	France	France	France	Italy	Italy	Italy	Italy	Germany	Germany	Germany	Germany	Norway	Norway	Norway	Norway	Spain	Spain	Spain	Spain	UK	UK	UK	UK	Rest of Europe	Rest of Europe	Rest of Europe	Rest of Europe	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Australia	Australia	Australia	Australia	Canada	Canada	Canada	Canada	Brazil	Brazil	Brazil	Brazil	US	US	US	US	Rest of Americas	Rest of Americas	Rest of Americas	Rest of Americas	Africa	Africa	Africa	Africa
Spain	Fabricated metal products, except machinery and equipment (28)	24.5396104384	0.131473325532	188.760195104	2.5392186889	0.161340803872	0	0	2.99078066524	20.1923526078	0	605.692111493	6.35028266743	11.272181875	0	245.913619213	8.24259168942	0	0	1017.38953843	14.8591014118	1.55428200078	0	37.9672023865	10.0014571995	64.4186275634	0	4478.20761484	63.6232600108	0	0	0	0	37.662117804	0.200717633181	2155.29679218	46.2732313181	176.431796027	0.159000222349	2080.21637403	11.4821008775	40.820504385	0	73.3833187271	0.00472892257883	42.1658542496	0	30.5920292205	0.21439824483	10.0534735899	0	286.38486291	5.786611459	72.2071367189	0	835.1523571	4.5481041759	367.672875097	0	1726.53075528	2.28173451005	136.724681487	7.9546188254e-05	592.424537193	0.234733176572
Spain	Machinery and equipment n.e.c. (29)	1.4240253883	3.79997152093e-06	7.14791720029e-05	0.515234144784	0	0	0	1.10352056972	15.1986309243	0	36.0888889466	2.16086040746	24.8259744708	0	0	0.751372402973	30.0537343786	0	0	0.556665791654	0	0	0	0	1074.92982687	0	0	51.0203927545	0	0	0	0	114.20359769	0.0897772997474	91.0929669349	9.67403081172	18.9337186384	0.0607171128262	58.0494995732	0.366482403603	1.44447389834	0	5.27911626631	0.0252513787855	0.86983766534	0	1.68593983694	0.00343662059675	1.3082309712	0	8.91575945632	0.0302241333748	4.07376353712	0	14.0556268274	0.155108515244	14.9546071139	0	35.8038202842	0.0169490624702	6.31929114905	0.000995976865112	17.0746800609	0.00379469331209
Spain	Office machinery and computers (30)	29.5830408466	5.75840748839e-06	0	21.4603819664	0	0	0	4.36823817612	170.016247203	0	277.712482767	0	49.3635185019	0	107.802290399	6.91841237545	110.187173496	0	281.0838882	8.79800213319	0	0	0	0	629.990218512	0	3160.76117178	261.143472151	0	0	0	0	281.718072962	0.00489267484118	342.396404633	33.5837104407	120.423123348	0.161972108872	659.284633778	3.04128781835	3.41952726246	0	5.90628411524	0.403771857095	8.01296431454	0	5.11161925591	0.696526322407	0.229222872345	0	68.8145418574	0.415039916452	89.7022765635	0	110.890527442	2.71848906868	333.451392062	0	459.719088693	4.46190406672	140.004717078	0.000472833533543	244.924495903	0.384131524509
Spain	Electrical machinery, audiovisual, and medical equipment	8.96711237198	0.000327873234748	0.000890499251706	8.44072360714	12.0029777196	0	12.6888503973	5.34566284609	148.245222066	41.9540529718	153.452466905	15.419707455	28.624756746	0	84.8746625778	0.406894173121	150.708338403	0.601761874663	122.147130599	8.57386415988	4.32121999405	0.942873063208	3.76301520254	0.321117455493	926.12191538	8.17388859643	2415.78266903	62.1120659661	0	0	0	0	234.587212032	25.3092857207	327.381091475	22.2336428634	168.508020172	32.2423092031	558.550926298	8.93668530872	1.78983756686	0	14.9473881558	0.119673451726	2.13056210612	0	9.05382913968	0.00998136739447	23.9898556253	0	17.462784854	0.169201722809	66.1696590947	0	173.059776336	0.697675285296	121.036554999	0	157.157582725	0.355168527273	107.244329968	2.45306255573	106.725787119	0.0117498290555
Spain	Vehicles and transport equipment	49.2714786776	0.000208760520032	0.00644642438077	126.577487515	68.4922509586	0	268.30488706	2.07969925157	5412.28464792	5.28641217962	3010.68991929	59.6881067008	1602.69173083	0	695.130318033	8.91738494992	79.995681839	3.9102207932	3135.08510787	21.7389988073	143.889145132	0.138639180487	85.4365007977	54.9283605661	3771.99371072	26.4295064387	5303.15200294	49.0743353499	0	0	0	0	5460.60879799	2.60684796239	3405.51928767	129.415418966	724.098300126	3.33641517287	2312.72259728	41.0740618708	70.380071127	0	371.677598506	0.173107864346	53.0816280546	0	21.0908277204	0.33695149217	127.657086346	0	133.193346666	1.62970244955	358.833468889	0	990.853833334	25.4593266727	819.889283467	0	564.1659243	15.2352501884	666.785777696	0.276529691417	530.170678966	5.31042282441
Spain	Furniture; other manufactured goods n.e.c. (36)	13.5129808491	2.20884852529e-05	1.17816694044e-05	15.7412945191	2.5175329129	0	0	0.486249151603	464.456014522	0	116.077504498	10.5681598733	155.236858867	0	16.2863518196	1.23137045094	208.903093517	0.0271249396426	22.883364241	0.474598280147	0	0.0103899860755	0	0.969211421894	4873.0486657	0	2760.76626112	62.5821520385	0	0	0	0	793.396337029	0.49390306046	107.56235046	3.93024587859	256.557204422	0.248286475717	180.51298286	1.89511067405	10.0035526126	0	0.673055716009	0.0196158351438	12.9377046279	0	0.132218412853	0.00653333967723	15.3795208504	0	1.12337308251	0.0428648339836	276.990374725	0	45.6648037662	1.57722161458	172.366934067	0	87.4877937342	0.410809069782	109.194600373	0	36.0887814239	0.277685186423
Spain	Secondary raw materials	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96511344221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spain	Electricity by coal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1055.08305789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spain	Electricity by gas and petroleum products	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2121.95571794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spain	Electricity by nuclear	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941.644032581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spain	Electricity by hydro	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467.997443071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spain	Electricity by wind	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619.760657161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spain	Transmission and distribution of electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7449.62600082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spain	Produced gas (Gas works, Blast ovens, etc.)	0	0	0	0	0	0	0	0	1.56608362672e-07	0	1.72387434853e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00293916297699	0	6.17247519062e-08	0.162687206502	0	0	0	0	2.68518781594e-07	0	0.0109888179866	1.00000237432e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000487731891019	4.83083854136e-07	0	0
Spain	Distribution services of gaseous fuels through mains	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2911.65682289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spain	Steam and hot water supply services	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spain	Collected and purified water, distribution services of water (41)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3919.24090552	398.089019825	0	1.13397731191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spain	Construction work (45)	1.07142013975	0	208.409297728	0	8.6030639286	0	316.462696476	0	0	0	0	0	0.708085341955	0.0323616415416	10.5483030174	0	6.48710421539	0	164.798865172	0	0.0138062185517	0.00326812631009	23.9557009449	4.07840127529e-05	4326.81627367	126.646913113	103017.249911	0	0	0	0	0	5.2428802605	0.276301124668	425.195933333	0.383288942759	6.51327443086	0.149998044782	806.921335153	0.00735256248892	0	0.000321428941587	21.6560427064	0.00880302000366	0	0	2.02870598068e-08	0	0	0	38.6132291345	0	0	0	139.565668526	0	8.39779797317	0.000183280628299	375.414974066	0.00026216682558	3.64415176281	0.000196999379717	265.186162884	0.000289769441307
Spain	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries, fuel stations	7.62476801279	0.00461593401916	0.00176556738477	0.0169900192271	0	0	0	0	0	0	0	0	10.1153065986	0	0.0170311887622	0.00024502308699	1.03886022599e-08	0	1.27832672007e-09	0	2.02204434935	0.0122599967849	0.0320205083751	0.0195328454871	22477.498669	199.810536931	319.758066607	73.9653034601	0	0	0	0	26.6968058512	1.29619179285	2.74563734601	0.855595467629	13.1330861161	0.0579832697196	17.5838706019	1.81527394249	10.1809728692	0	0.000188162345013	1.19573108953e-05	14.8643089098	0	0.00737868885083	0.00507426530196	0.00438104688382	0	0.00188037725235	0.00400064110284	12.4248245011	0	0.0634449625143	0.0124229525843	12.8808407786	0	2.38352305902	0.00033510735982	4.28103925395	0.00247659993997	0.0202604219559	0.0871670592804
Spain	Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)	19.8136742468	0.036885952887	0.0698031497399	1.46425367207	0	0.815102305653	0	0	0.825669623851	0.383773400706	0.433344241098	0.0123165100467	0.724764875034	0.117891129287	0.254396793697	0.14161272521	6.41254521524	0.025239746563	0.0493758859161	0.00660896921377	0.00308373515423	0.000622394980194	0.001625563532	0.00133791842493	1519.49538821	583.129856703	940.133455278	238.4442568	0	0	0	0	24.1705542378	0.910641909507	2.02179880872	2.05419545146	24.0775478519	1.64997768637	4.8571780509	12.5461254893	23.3612400518	0.000126265447015	0.000167045085724	0.000152368122333	0.0108448368923	0	0.00369451871577	0.000517664151041	0.0297011822735	0	0.0141596375365	0.0188988558346	4.48847490176	0	0.0209583791935	3.78682973186	11.0687831439	0.125068893499	2.39558816048	0.105362462105	1.41631824102	0.810991198606	0.00156613725857	1.24061645304
Spain	Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)	18.3955825692	0.00929154030198	0.0310135708751	0.0364259318322	0	0	0	0	0	0	0	0	0.000142603396471	24.8308397688	1.66848808868e-05	5.65186347496e-06	0.00316229001727	0.000713577391442	0.00139595363148	0.000186848588194	0.00324574486739	0.000655093648116	0.00171096550975	0.00202484099306	1002.70650893	385.13341861	620.463688848	4.95277210634	0	0	0	0	52.8193717701	0.0934765007102	9.71710270278	1.67914934819	12.5683705198	1.64385679448	2.56724915576	0.374564577469	0	0	0	0	10.0675963348	0	0.0326587764211	0.00275537850022	0.00614385128624	0	0.00342278785412	0.0020973871402	3.09032104913	0	0	0	4.82790015899	0.125236136984	1.80374021706	0.06814419221	10.3628035307	0.5736735125	0.000265084484235	0.000113812517938
Spain	Hotel and restaurant services (55)	575.028977597	0	0	146.91286877	1773.45567249	0	0	0	0	0	0	0	1014.34836203	0.804360669719	0	0.998589534349	2653.22792025	0	0	0	291.585982065	0	0.0698844035098	0.00248157491109	93854.8482999	473.552878337	0	0	0	0	0	0	4837.25854531	3.548055579	0	0.745087023409	2302.21402758	26.3054846872	0	22.7620093931	1148.65737458	0.153870563272	0	0.215834951571	1738.78370256	0	0	0	908.631379968	0	0	0	9618.65929447	0	0	0	671.679257606	0	0	0	301.425955767	0.212459192443	0	0.0470366364335
Spain	Railway transportation services	12.9512991481	0.0387612269423	0.0774405329283	0.0884100684683	27.3103127212	0.00070473571208	0.00239744795552	0.000421367137068	6.9497232916	0.0220056776933	0.441795817045	0.0101915243623	4.01677361133	0.0106259767395	0.0205120830489	0.0131896817063	12.5635653755	0.00129531731437	0	0	5.66249918117	0.00350261910442	0.00111403089678	0.000902799714993	1605.72752018	15.5210437915	7.62028410264	2.21643659293	0	0	0	0	123.111041222	0.275190781889	0.126277885597	0.0453953876441	25.0820407439	0.0626643612723	0.159359926731	0.0530386763348	17.0523728367	0.11042619559	0.00920834841331	0.188614641043	2.47060532251	0	0	0	3.29239591202	0	0.00967142078901	0.00098541165834	2.57576339091	0	0.0149183701329	0.0312536813943	14.4220401371	0.101306223606	0.532330975909	0.0681925193068	9.6648978339	3.63253595228e-05	0.0544402960181	0.0128611539672
Spain	Other land transportation services	16.4852093281	1.83040018688	0.317095103046	0.362011968555	0.984104102678	0.0812956032779	0.0708934244524	0.0587220084079	182.944604186	81.9119191013	15.6644700901	3.17635103687	45.251317716	0.29635753273	0.225007016181	0.138245066141	275.767675217	0	0	0	41.2547238276	0.166820543003	0.00341435611491	0.00264873611371	8046.93098205	2725.17538881	223.362489725	52.9360471279	0	0	0	0	779.678729266	100.831729885	13.776566867	0.42167764979	233.361756276	2.98464225816	0.931397258794	2.67406466788	112.722408865	5.79999345364	0.10260688847	6.16168361026	80.2185369927	0	0	0	17.1011099333	0	0.010506531255	0.00107965022656	102.914063533	0	6.18958808209	11.1413586403	9.49460589733	1.14180741863	0.230210261071	0.000222961991888	4.0580375451	0.265084178885	0.244257270347	0.148782577084
Spain	Transportation services via pipelines	0.0120039550305	0.00548973917637	0	0.0683977967716	5.82135932131e-05	0	0	8.29956909584e-06	0.0067154240584	0	0	0	0.00183438584024	0	0	0.00016512024339	0	0	0	0	5.0669254191e-05	0	8.80478124737e-06	4.70817643358e-06	6.62383718475	0.561513311107	0.654602255397	0.18814773992	0	0	0	0	0.811421280763	0.00286662644531	0.00522476410837	0.00404076115319	0.191266774215	0.0142573440228	2.77994414059e-05	0.0127132914518	2.01786939808e-07	3.36388243678e-08	1.0645335927e-07	2.79106784117e-07	0.00986142478263	0	0	6.60212503354e-05	0.00528211890124	0	0	0.000252418163134	6.182069223	0	0	0	0.234786426605	0	0.0538472910759	0	0.000223683789983	0.0232540401566	0	0.0174342738176
Spain	Sea and coastal water transportation services	1.86908312338	0.234083165115	0.268064672772	0.306036324617	2.74196670787	2.42948135891	2.01891798352	0.994884345094	34.4036621472	0.00755983433747	0.00921832621477	0.00186885149143	41.0167601802	0.00785693107477	0.00552792278561	0.00382637386466	22.8229052442	0	0	0	24.5096258597	0	0.00165743549774	2.62782747573e-06	463.629063672	83.6194668408	3.58013954499	1.02353859189	0	0	0	0	100.809849422	0.135098206025	1.20448706775	0.00403798409819	9.79316033216	0.205460416363	1.17316117033	0.326653208721	46.2649511284	0.0443314618624	0.0440645051593	0.0274060619349	7.3978334011	0	0	0	36.4182190702	0	0.163190795493	0.0505906588248	28.3452972439	0	0.276911954904	0.453147997725	0	0	0	0	0	0	0	0
Spain	Inland water transportation services	0	0.00119983156815	0.00727682893964	0.00830759965691	0.0311259922745	0.00252354495126	0.0274134117884	0.00847292304007	1.85218999925	0.00347919735062	0.00459004588146	0.000808957377386	0	0	0	0	1.43050386777	0	0	0	0.763563453708	0	0.00387827840977	3.73114083692e-06	10.1953633921	0.0992068163885	0.0513159055639	0.0101100202882	0	0	0	0	3.26122405779	0.00141501172942	0.0243852748018	0.00172047303797	0.0524063724134	0.000125393966901	0.0146758212186	0.00807526437892	0.554603136937	0.00166381800995	0.00509105092405	0.0039672875992	1.31547825487	0	0	0	0.17179028547	0	0.000573465972999	0.000182672815444	0.601615209489	0	0.00318821575155	0.00342301240288	0.00309357300464	2.46487276263e-07	0	3.02525112341e-07	9.61375307877e-06	1.25119258279e-08	0	9.36886191151e-09
Spain	Air transport services (62)	203.83314389	0.3833267506	2.67470720595	3.2284757023	19.3959846992	0	5.33614531624	1.24849001021	372.382412185	0.244521179086	0.139003948229	0.00939352509703	235.303796664	0.0791718950717	0.0639910607501	0.0407273256798	489.066743821	0	0	0	29.5447461994	0.391197193862	7.09392732777	0.0184170368828	1468.91751721	371.894527105	0	0	0	0	0	0	864.445016281	0.204963650223	0.0321430022395	4.11249653635	604.021629771	2.84636803089	1.56868647507	0.316126424957	30.7335167143	0.523084957919	0.0244866702582	0.523458430616	0	0	0	0	0.0066685919873	0	136.735574661	0.00134654188374	1204.48133946	0	1.85879271464	1.21302800386	224.120734144	0.0612189442379	0.206802414747	0.0383774974861	70.8495131058	0.225779563316	0.37669670666	2.58854981768
Spain	Supporting and auxiliary transport services; travel agency services (63)	11.4139818414	2.53458393959	0.00798039349288	0.00911082489274	0.239405800621	0.435614282697	0.154141694431	0.828120263912	64.1702753816	0.29969176848	1.09631627986	0.22225860389	0	4.11219128822	0	0	0	0	0	0	0	0	0	0	12953.2879393	3896.56920982	0	0	0	0	0	0	175.50919358	63.7836987197	0.261166712105	0.222856032617	14.1677107912	7.94675847459	0.466562382885	0.920513593067	14.627258113	62.5603069762	0	67.5233180962	190.568572128	0	0.213253115402	0.00789195591775	0.00200752318856	0	0.000859746572297	0.000482484833796	29.9963306767	0	0	0	15.5774598928	6.07781377507	0.00697829366349	0.00833526744294	6.8543809146	1.1419933666	0	0.000424219019197
Spain	Post and telecommunication services (64)	54.5286159583	0.000172491844687	0	0	0.462662085475	0	0	0	45.6011744134	0	0	0	22.6209132985	0	0	0	0	0	0	0	15.6368536483	0	0	0.000441262524841	19439.9819438	144.162723149	0	0	0	0	0	0	183.33499024	0.661779579868	1.32559611383	0.00187324487187	98.971207395	0.0767370033649	0.208793882056	0.0435042092997	6.03716386991	0.0110254631584	0	0.0109880675781	40.6709822783	0	0	0	7.29029096479e-09	0	0	0	24.8802828623	0	1.72657169462	0	51.7305246649	0	0.116507247373	0	4.27932781899	0.0311574451941	0.97597483673	0.000276698843829
Spain	Financial intermediation services, insurances	0	0.0588796082004	0	0	107.985756914	0.124721894917	0	0.366972337436	49.2070245973	0	0	0	58.6107989111	0	0	0	76.0682144374	0	0	0	1.76177197231	0	0	0	21295.3573262	129.692979504	0	0	0	0	0	0	306.701746838	0.102704377443	1.33592587471	0.352059724554	297.204866944	39.0013650436	0.137264077223	23.8562861169	56.5417327302	0.00812259413278	0.00525151354318	0.00886542456088	152.750008952	0	0	0	19.6946082163	0.252968518924	0	0	96.6326887177	0	0	0	192.355240246	9.53777252987	0.0164298998475	0.000382839945796	110.696783004	4.19227311691	0.0447948382271	0.00111022798127
Spain	Real estate services (70)	5.01429283833	0.0054556612256	0	0	0	0	0	0	0	0	0	0	311.104615784	0	13.2353043229	0	0	0.0449362315758	11.013595136	0	7.68353733308	0.0130243540886	0.256190306941	0	115484.001185	873.207858014	573.584146679	0	0	0	0	0	1033.77904246	0.191099256125	13.4634419178	2.28506286779	1212.69758308	0.93058450964	77.5070990554	0.00186078421935	51.422739674	0.0163697117685	0.0736664523388	0.0163141898497	187.71500579	0	28.7114118833	0	0.00131168058162	0	0.00115730066514	0	1293.4116349	0	43.6189836637	0	81.8295198321	0	4.53051909555	0	50.439602438	0.201047731994	4.36105323141	4.85077417248e-05
Spain	Renting services of machinery and equipment without operator and of personal and household goods (71)	0	0	0	0	12.4398395852	0.14028164213	0	1.09340541412	0	0	0	0	0	0	0	0	4.75000799691e-09	0	0	0	0	0	0.1286792503	0	2356.80070193	0	0	0	0	0	0	0	17.7183427503	2.52973948973e-06	0	0.00168537533536	4.93077811346	0	0	0	0	0	0	0	0	0	0	0	1.3926924877e-09	0	0	0	14.3183650516	0	0	0	0.0969384327218	0	0	0	0	0	0	0
Spain	Computer and related services (72)	0	0	1.08936942525e-08	0	85.8186938371	0	0	0	0.0620311552215	0	183.113739814	0.00150984687444	0.0221715123705	0	71.5201611018	0	0.345788434303	0	0	0	0	0.00216858533675	23.2800100784	0.456603345098	3.81477573763	386.309641094	10747.5025967	0	0	0	0	0	41.5423445607	0.470213326784	609.968722782	0.346728138053	42.0489635669	9.16988192343	233.570687223	8.80803266171	9.35575479706	0.00850068979627	9.96029644077	0.00847185760815	3.5928867777	0	87.1849050172	0	25.3278682223	0	0	0	14.7456686706	0	149.622401632	0.202725984457	62.4929517095	0	234.4462493	0	34.1757521293	0.0244634551847	136.072005406	0.000413139165541
Spain	Research and development services (73)	0	2.71820437061	0.531053599174	0	0	5.41983437648	0	21.1700615725	0	7.46235317399	0	0	0	4.78015950031	0	4.46778017152	0	0.213267790718	0	2.79488690154	0	0	0.066400805542	7.30592268229	0	2800.52487117	0	1219.96174371	0	0	0	0	4.00978816269e-05	65.0424359681	0.0911724082785	21.7400393108	0.441467176398	10.5933015892	6.63450265126	24.0424506035	0	1.496807546	0	1.00235430243	0	0	0	0	4.18461295242	0	0	0	2.5034898351	0	0	0	0.796591335805	5.04398022817	0.0929567320737	1.83220174284	0.336390837298	0.615373193637	0.0631961993143	0.460327625361
Spain	Other business services (74)	0	0	0	0	0	19.7171564357	17.4351131769	0	11.8296302267	0	125.460540725	0.0504304887118	0	0	4.9426614891	1.21125954072	22.3848619904	0	37.5441080971	0	1.10714794249	0.0990488789434	68.1690558501	1.87561907598	4192.5175823	1777.99075427	19358.8436898	158.56287121	0	0	0	0	104.885026405	17.3611465523	202.846555238	9.43531710419	199.511697185	44.0987146546	361.321072533	44.3216223323	23.3318768207	2.71046227378	12.2089167561	3.91902990836	9.21403221234	0	14.9172330262	0	49.5475223231	0	1.26460464026	0	31.7564247054	0	14.3287498072	0	87.0476969187	0.176480567188	63.5269236805	0.546468752411	61.1813854751	0.0518246201369	52.4124191023	0.0005761893755
Spain	Public administration and defence services; compulsory social security services (75)	0.851045701011	24.3366983616	1.21346893476	0.00911233475432	0	51.8647038715	0	0.00144261593731	0.0433049832615	25.9839854921	0	0	0.191940816624	24.1954685841	0	0	1.60963245252	19.0633036642	0.16250501386	0	0.0703254011136	4.17539890848	0	0	581.198345373	70305.3427821	0	0	0	0	0	0	1.04874215396	133.64162285	0.0783284206138	1.0688453907	5.18404055204	129.946772391	0	35.5327907748	0.00256438843385	21.1499065312	9.64743591764e-06	0.0345219860399	0.0459399112244	19.1537068532	0	6.11040377064	0	27.7959119969	0	0	0	649.969125618	0	259.735359919	0.0711908808817	60.4709617157	0	4.98319884347	0.184240156831	17.5045812508	0	2.48835789253
Spain	Education services (80)	0.116695463593	0.0580695531056	0.0163157635452	2.84326304019	3.93192248525	20.3458160292	0	79.4708827446	1.24712048681	37.7568649009	0	10.6937128772	0.220208960545	9.3505782963	0	5.11730469405	10.0990742654	31.8222449972	0	11.76879236	0.509003103642	6.29530438061	0	2.27154377812	7593.2401645	40978.8403681	0	6434.85994248	0	0	0	0	29.1550759823	171.172114683	7.89906727158e-08	65.11379513	65.4105220072	98.1875294792	0	30.865043362	0	8.41490728604	0	0	31.8509249935	0	0	0	0	4.15619212988	0	0	59.1600764428	0	0	0	29.5299466898	86.6872705052	0	0.849853751753	34.4715635485	38.8966930576	0	0.0161365395097
Spain	Health and social work services (85)	0.0574470435688	0.0268731849544	0.00510789364022	4.40586011017	30.1199807439	29.3021667137	0	114.41597816	11.0552322607	41.8868167596	0	21.7858725134	1.84754268378	8.59646225198	0	9.7714145705	12.2080251042	40.1644659609	0	37.9308027714	2.14620359836	5.64384537245	0	4.35986761973	12118.6607925	48901.6294909	0	33799.6415666	0	0	0	0	96.7473594726	192.622339296	0	146.087716002	69.5986645747	125.477449036	0	109.37545939	11.1017408819	4.64362511163	0	5.0087249257	19.2071179122	0	0	0	0.994406068537	16.237114521	0	0.196258156428	123.556873465	0	0	0	78.5574773603	99.751873484	0	10.5078081546	66.6425390958	38.1964570611	0	10.4325332729
Spain	Waste incineration	0.0354691900331	0.0253755261092	0	0	0.0520896931991	0.254547193406	0	0.222881077106	0.27712538363	0	0.0175589132732	0	0.248655015409	0.00354028062461	0	0.0126456998426	1.16090038198	0.0098402415281	0	0	0.245661506239	0	0	0	398.064447775	530.679031235	0	0	0	0	0	0	2.50636713057	1.40832766031	0	0.00324521907993	1.99728570208	0.689177356865	0	0.0636977948059	1.79212729922e-08	3.52013604624e-09	0	0	0.00452124766685	0	0	0	8.85439846719e-09	8.9976589883e-10	0	0	0.620914709152	0	0	0	0.729876248287	0	0	0	1.14247494192	0.096920711184	0	0.00387819817833
Spain	Waste for treatment: biogasification and land application	0	0	0	0.612285845102	0.238469343178	0.249175799274	0	0.367730863823	0.0977713335512	0	0.0336198814064	0	0.054437761723	0.00199058393098	0	0.00711026316054	0.414723223441	0.00103416796562	0	0	0	0	0	0	335.596420531	448.768300514	0	0	0	0	0	0	1.49526169888	0.681176671965	0	0.0318027215015	0.538307727214	0.0271298587495	0	0.000230231090953	1.78190591849	1.06705078864	0	1.06343162245	2.57850471984e-08	9.96280659441e-09	0	1.43855675193e-09	2.18232687156e-08	9.38912043237e-09	0	7.11192952352e-10	0.154906155384	2.12863576072e-09	0	2.97781085857e-10	0.616750745054	6.19341454979e-05	0	0.0100742208946	0.0182850625065	0.0140675153396	0	5.90782629935e-07
Spain	Composting and land application	0.0256133113495	0.00600413247735	0	0.653645846958	0.0402055861187	0.441989747362	0	0.0458600168749	0.221621435603	0	0.0197266282182	0	0.468139878922	0.00332857728195	0	0.0118895064188	1.02669300269	0.0084160060003	0	0	0.0227467462228	0	0	0	465.126558531	621.376522072	0	0	0	0	0	0	1.94873595581	1.40277153094	0	0.00369127436672	2.17723769547	2.04253519214	0	0.263325090672	0.466026957391	0.0265335090663	0	0.0250478580933	0.0144409541452	0	0	0	0.0247631666945	0	0	0	0.743833186383	0	0	0	1.31385956376	0	0	0	1.34538009469	0.0438659890482	0	0.000644004485469
Spain	Landfill	0.900633830403	0.113494547147	0	0	0	0	0	0	0.451010504863	0	0.0503860436097	0	0.0775327644531	0.0022932174945	0	0.0081912546445	3.48857272702	0.00567320412951	0	0	0.00948987143459	0	0	0	1004.47683509	1342.72056341	0	0	0	0	0	0	5.94710789109	4.98319634454	0	0.00473904821679	3.25057457191	0.944487321021	0	0.00218044417795	0.272008862505	0.162843111454	0	0.162290788839	0.0561361846269	0	0	0	0.0409492191112	0	0	0	2.58862359263	0	0	0	1.42811196825	0	0	0	1.39012528083	0.157358267911	0	0.0318070978035
Spain	Membership organisation services n.e.c. (91)	0.00202441753026	0.448327732797	0	0	0	0.0444245070528	0	8.46740322552	0	0.0060034180053	0	2.93389839451	0.000872886137428	0.00592070464497	0	1.21477050013	0.0226226383941	0.0677678096389	0	3.11433470097	0	0	0	0.480830829888	0	0	0	10464.6163921	0	0	0	0	2.28034502922	0.207570047558	0	18.1030447849	2.61653424272	0.807814629057	0	7.44752660536	0.0289561628466	0.00529368684014	0	0.00406987915614	0.0216665503127	0	0	0	0.00472500129558	0	0	1.66856738554	4.12511868383	0	0	0	3.7210261402	0	0	0.00482596864293	0.0610015107073	0.405833454186	0	2.94453569794
