region	Russia	Russia	Russia	Russia	Russia	Russia	Russia	China	China	China	China	China	China	China	France	France	France	France	France	France	France	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Germany	Germany	Germany	Germany	Germany	Germany	Germany	Norway	Norway	Norway	Norway	Norway	Norway	Norway	Spain	Spain	Spain	Spain	Spain	Spain	Spain	UK	UK	UK	UK	UK	UK	UK	Rest of Europe	Rest of Europe	Rest of Europe	Rest of Europe	Rest of Europe	Rest of Europe	Rest of Europe	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Australia	Australia	Australia	Australia	Australia	Australia	Australia	Canada	Canada	Canada	Canada	Canada	Canada	Canada	Brazil	Brazil	Brazil	Brazil	Brazil	Brazil	Brazil	US	US	US	US	US	US	US	Rest of Americas	Rest of Americas	Rest of Americas	Rest of Americas	Rest of Americas	Rest of Americas	Rest of Americas	Africa	Africa	Africa	Africa	Africa	Africa	Africa
HCB - combustion - air	0.115784192067	0.0050703001301	0.0107645412184	0	0	0	0	14.6447562018	0.015150194292	0.0207916832406	0	0	0	0	0.806507647373	0	0.00559067196343	0	0	0	0	0.792208070731	0.00531871286519	0.000356922146773	0	0	0	0	0.183854715235	0	0.000748127082963	0	0	0	0	0.222959	0	0	0	0	0	0	0.205474338745	0	0.00580746207793	0	0	0	0	0	0	0	0	0	0	0	2.67478758537	0.0131755528537	0.0256897026862	0	0	0	0	35.0318570331	0.456676184816	1.10595746777	0	0	0	0	0.191636903726	0.00318343335999	0.00451679088389	0	0	0	0	0.377193424645	1.1448872345e-08	5.6515395268e-08	0	0	0	0	0.798297731142	5.40836490415e-09	2.1410730029e-06	0	0	0	0	1.767576	0	0	0	0	0	0	3.04494251869	3.54710778774e-05	0.0010323848609	0	0	0	0	32.0787345023	4.71558269725e-05	0.120572939749	0	0	0	0
NMVOC - combustion - air	694139352.106	1148911.29674	2040116.37309	0	0	0	0	3223678664.14	3083768.2742	4283394.39574	0	0	0	0	291297738.298	125055.717622	2076799.68175	0	0	0	0	338761124.723	1484535.58097	433513.235095	0	0	0	0	168705322.787	186148.50398	628908.649317	0	0	0	0	8628640.34755	47.723754004	100.349129951	0	0	0	0	117100882.67	30243.8039533	1154227.01535	0	0	0	0	0	0	0	0	0	0	0	1312114132.19	4847833.77834	8898525.92501	0	0	0	0	11504366296.7	101883458.507	259938368.685	0	0	0	0	162225327.84	1033691.20023	1467455.22193	0	0	0	0	348090969.939	92905.4908872	343020.167768	0	0	0	0	592626311.137	1369.46603649	6147.65455869	0	0	0	0	3754764861.71	885481.017993	1614784.81671	0	0	0	0	1763612524.67	15946.9330948	274777.67432	0	0	0	0	8871295564.68	12145.9919545	30754118.0979	0	0	0	0
PM10 - combustion - air	92169617.2081	4276236.82484	8929373.94181	0	0	0	0	2330065741.71	1779721.21995	2445021.93695	0	0	0	0	128260599.285	6290.4276521	826299.597429	0	0	0	0	105108756.308	645416.927105	60144.9762966	0	0	0	0	47311906.8297	9363.4558987	109853.251224	0	0	0	0	28237041.4228	2.40055255016	5.04766158568	0	0	0	0	38018407.118	1521.29358265	2076256.32958	0	0	0	0	0	0	0	0	0	0	0	531203476.248	4230891.3095	4913347.98884	0	0	0	0	5187465797.16	123789075.122	236407425.256	0	0	0	0	28675081.6382	373406.602947	530321.847327	0	0	0	0	65114466.1978	4674.71477467	17261.5418881	0	0	0	0	121165857.88	69.5209833702	1698.41124483	0	0	0	0	395926544.047	44540.580686	81225.2910655	0	0	0	0	444817031.472	4968.24266726	135075.714366	0	0	0	0	4338233474.16	6367.38453162	16118581.3242	0	0	0	0
PM2.5 - combustion - air	66582417.3551	2752641.8701	5741721.19168	0	0	0	0	2182857091.27	1724905.96272	2369813.79618	0	0	0	0	122904862.673	6290.4276521	800869.708534	0	0	0	0	100523985.947	625209.895897	58787.7847527	0	0	0	0	45481267.0715	9363.4558987	104069.051497	0	0	0	0	27244383.0534	2.40055255016	5.04766158568	0	0	0	0	35177830.5374	1521.29358265	1770910.62237	0	0	0	0	0	0	0	0	0	0	0	501131023.385	3976010.08966	4658111.11592	0	0	0	0	4972112026.97	99438895.9188	207600236.265	0	0	0	0	26589723.5349	361805.264553	516704.49395	0	0	0	0	60476261.5612	4674.66455084	17261.2939668	0	0	0	0	114783645.693	69.4969578809	1654.88208716	0	0	0	0	350973506.758	536412.003966	978214.034978	0	0	0	0	423418297.97	4810.71215476	130490.792622	0	0	0	0	4181605840.28	6126.86662256	15569321.1512	0	0	0	0
TSP - combustion - air	143024489.781	8714489.40155	18278983.2415	0	0	0	0	2602152584.96	1853142.40249	2545827.34266	0	0	0	0	146946903.649	6290.4276521	1024757.37515	0	0	0	0	143630790.647	970627.155592	81966.432429	0	0	0	0	132782949.728	9363.4558987	521244.684795	0	0	0	0	11067877.5105	2.40055255016	5.04766158568	0	0	0	0	56124326.6262	1521.29358265	3193092.33369	0	0	0	0	0	0	0	0	0	0	0	781050690.279	5897654.44772	7925833.70438	0	0	0	0	5952337856.68	327128103.269	492303908.993	0	0	0	0	23278133.0628	388869.686476	558992.017562	0	0	0	0	55537492.2596	4674.78173978	17261.8724499	0	0	0	0	145992466.359	69.7943758682	1756.64438883	0	0	0	0	216747599.103	44540.580686	81225.2910655	0	0	0	0	558893379.836	6760.44911039	187237.839404	0	0	0	0	5936042222.45	8787.82852502	22196538.3128	0	0	0	0
As - combustion - air	4513.28849961	154.64459366	417.737757694	0	0	0	0	7264.37932659	6.57753487408	9.48873197576	0	0	0	0	273.87307675	1.1255014586	3.5173451401	0	0	0	0	161.461935279	2.38530165059	3.16549231831	0	0	0	0	185.869156111	1.67533653582	4.34860935279	0	0	0	0	53.3323592095	0.000429513786036	0.000903142169561	0	0	0	0	64.4859903773	0.27219423558	11.5034056548	0	0	0	0	0	0	0	0	0	0	0	2423.74238965	24.4479763705	33.8790170654	0	0	0	0	14985.1111456	626.997678936	901.676695366	0	0	0	0	34.934364904	0.972446091697	1.39209500434	0	0	0	0	357.757006421	28.846345593	106.503766986	0	0	0	0	181.286575322	0.0123137229255	0.0632819548292	0	0	0	0	516.156632488	7.96932916193	14.5330633504	0	0	0	0	898.524270665	0.0683104894153	0.283958298845	0	0	0	0	7639.49939233	0.0114125657653	25.5624268771	0	0	0	0
Cd - combustion - air	23310.4342268	684.997979973	2018.11926551	0	0	0	0	6818.06237462	26.7191151561	39.3116013151	0	0	0	0	597.245105635	6.44036945753	15.0771007765	0	0	0	0	410.873407462	9.68786846864	17.8464206101	0	0	0	0	755.53349589	9.58664795497	23.1797332051	0	0	0	0	90.9150070521	0.00245777333121	0.00516798019249	0	0	0	0	276.321932461	1.55755590359	10.2761825109	0	0	0	0	0	0	0	0	0	0	0	3835.6636815	41.4405472113	72.1341308928	0	0	0	0	24176.7941492	446.591206979	728.873279299	0	0	0	0	198.293861817	3.25982403048	4.67849622467	0	0	0	0	1837.92052928	158.538762703	585.34191263	0	0	0	0	521.576654365	0.070457481993	0.317976424671	0	0	0	0	5445.83016215	45.6022724266	83.1614180608	0	0	0	0	2001.58801093	0.362177444128	0.789258261035	0	0	0	0	10617.0992503	0.0175222414292	33.4070125177	0	0	0	0
Cr - combustion - air	37353.9770607	1116.81881854	2814.58943434	0	0	0	0	36831.7032336	36.8126406742	53.8822497555	0	0	0	0	4733.88789441	8.19114950424	20.4864079726	0	0	0	0	2972.04708117	13.3465294998	22.7677008175	0	0	0	0	8117.90702482	12.1927270107	33.9772667052	0	0	0	0	531.832573068	0.00312590588726	0.00657286801181	0	0	0	0	3299.11379686	1.98096915894	52.1190027934	0	0	0	0	0	0	0	0	0	0	0	34211.4889439	121.338097638	161.625900552	0	0	0	0	174284.119301	2685.74868659	3679.28170925	0	0	0	0	2154.77144977	4.74369553219	6.81128602357	0	0	0	0	6847.55962086	201.924409694	745.526322217	0	0	0	0	4878.27424177	0.0896121076151	0.436443997594	0	0	0	0	65959.8450912	57.9990066785	105.768405495	0	0	0	0	17147.3580156	0.468088336901	1.22078825497	0	0	0	0	40914.0779973	0.043411081655	79.2813752684	0	0	0	0
Cu - combustion - air	183266.375341	823.046848984	2040.28478946	0	0	0	0	190188.211147	39.7465210849	56.600020362	0	0	0	0	65774.7076899	5.00222870488	20.5008779757	0	0	0	0	57917.859397	14.4117059638	14.3257712941	0	0	0	0	146406.939847	7.4459401592	21.0997153423	0	0	0	0	5107.36399612	0.00190895016016	0.00401396519805	0	0	0	0	69803.9021025	1.20975215813	99.5558692176	0	0	0	0	0	0	0	0	0	0	0	330183.738305	195.547289648	211.57798483	0	0	0	0	975061.486485	4869.63950309	7139.52201488	0	0	0	0	52127.6324401	6.54181825754	9.35183608252	0	0	0	0	113024.913258	122.492463108	452.255176245	0	0	0	0	103947.915148	0.0547318799775	0.319820734853	0	0	0	0	1591514.02542	35.4192407197	64.5913926686	0	0	0	0	273916.856274	0.331277906243	2.06753836479	0	0	0	0	247776.76964	0.0960902389158	220.969956369	0	0	0	0
Hg - combustion - air	11004.5003262	350.297778923	1010.87782399	0	0	0	0	10892.8835698	11.8394377412	17.4541997359	0	0	0	0	101.692834656	2.93880936412	6.71651849085	0	0	0	0	92.1990564616	4.29237465496	8.13540286152	0	0	0	0	66.3166520603	4.37448984353	10.3504420962	0	0	0	0	20.3011175686	0.00112150821909	0.00235820455385	0	0	0	0	25.4886399634	0.710729392902	22.8771422063	0	0	0	0	0	0	0	0	0	0	0	2291.51277521	49.3649897392	67.1197830427	0	0	0	0	6442.10985278	1114.74281717	1466.11812963	0	0	0	0	20.1527598227	1.41346628889	2.03603788844	0	0	0	0	661.035714654	71.9997307667	265.830635579	0	0	0	0	99.4984792593	0.0321503598418	0.160303380892	0	0	0	0	307.986361884	20.8088039228	37.9474431928	0	0	0	0	424.011606148	0.164336515258	0.333110767422	0	0	0	0	4998.03734333	0.00948752688911	17.5681638681	0	0	0	0
Ni - combustion - air	56411.0468174	4001.51301655	4857.98171696	0	0	0	0	98419.4306992	55.4581921584	81.164480848	0	0	0	0	28492.9544546	12.3179881858	30.8544928682	0	0	0	0	5938.76566071	20.107573717	34.240454002	0	0	0	0	39096.8881446	18.335627642	120.54593356	0	0	0	0	3895.76200483	0.0047007897694	0.0098843893002	0	0	0	0	7952.08298358	2.9790146894	61.246428531	0	0	0	0	0	0	0	0	0	0	0	265145.368175	178.145463987	222.288806991	0	0	0	0	1828334.54619	6339.05835906	7608.46294532	0	0	0	0	1409.11374134	7.15479925023	10.2671082767	0	0	0	0	13536.5665466	302.909840377	1118.37523572	0	0	0	0	8172.27872124	0.134760231616	0.642051102643	0	0	0	0	72701.6615735	87.2198802723	159.056304446	0	0	0	0	79589.4195616	0.70415407289	1.84268070002	0	0	0	0	221266.211211	0.144303574824	116.890841452	0	0	0	0
Pb - combustion - air	75225.1115887	2771.38998912	6655.95517112	0	0	0	0	348463.488997	145.466782226	204.690687399	0	0	0	0	13345.6354295	12.3179881858	72.5068625531	0	0	0	0	10255.3712607	52.7467416664	36.4435979199	0	0	0	0	14234.6799332	18.335627642	53.0400679277	0	0	0	0	2166.01256255	0.0047007897694	0.0098843893002	0	0	0	0	7405.92384095	2.9790146894	566.45210931	0	0	0	0	0	0	0	0	0	0	0	106557.013368	1042.91483854	1122.20363132	0	0	0	0	522004.248576	28260.6371239	40304.6724527	0	0	0	0	5149.7385682	26.1568169208	37.3876889886	0	0	0	0	14312.6078963	302.909922698	1118.37564208	0	0	0	0	14732.5402938	0.134796357691	1.04634441909	0	0	0	0	130935.407291	87.2198802723	159.056304446	0	0	0	0	51081.5589892	0.941039450966	8.73722388078	0	0	0	0	315295.111842	0.449735089986	1060.1829153	0	0	0	0
Se - combustion - air	1147.16591813	26.6805532594	69.0503712958	0	0	0	0	3782.06614038	1.71143037702	2.40004898912	0	0	0	0	274.608780802	0.125055717622	0.84428174149	0	0	0	0	231.877908293	0.620599321238	0.375681784514	0	0	0	0	490.673213262	0.18614850398	0.499692300243	0	0	0	0	33.7985428655	4.7723754004e-05	0.000100349129951	0	0	0	0	211.757886121	0.0302438039533	5.32102619974	0	0	0	0	0	0	0	0	0	0	0	1632.83103639	9.91820857634	12.4336854877	0	0	0	0	6556.42822542	290.884082569	423.516540903	0	0	0	0	174.034106486	0.31541567511	0.450122345628	0	0	0	0	412.639455263	3.43740759862	12.6912744711	0	0	0	0	381.000196024	0.00136858544557	0.0102078622931	0	0	0	0	5050.47683674	0.885481017993	1.61478481671	0	0	0	0	1069.78602514	0.0101739090021	0.106753948187	0	0	0	0	3977.88048686	0.00525360363235	12.7084548884	0	0	0	0
Zn - combustion - air	710217.377565	19643.2006332	57143.6337682	0	0	0	0	773280.284441	944.438430772	1366.32938479	0	0	0	0	54803.5637939	171.076221707	509.135542913	0	0	0	0	46546.0729918	342.43274979	479.785943632	0	0	0	0	81289.5808953	254.651153445	617.301889762	0	0	0	0	7550.38735464	0.0652860954775	0.137277609773	0	0	0	0	37499.6197883	41.3735238081	1070.94311772	0	0	0	0	0	0	0	0	0	0	0	308354.661254	2541.44851301	3400.99798007	0	0	0	0	1499300.05339	52095.986021	81081.6116948	0	0	0	0	30248.4971304	136.147562715	194.828397588	0	0	0	0	102182.352416	4187.04006059	15458.995882	0	0	0	0	70748.134082	1.87166379872	9.06755543728	0	0	0	0	843062.559428	1211.33803261	2209.02562926	0	0	0	0	211941.611717	10.2381336427	38.939671861	0	0	0	0	957546.524044	1.38801193461	3196.15476322	0	0	0	0
As - non combustion - Agglomeration plant - pellets - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
As - non combustion - Agglomeration plant - sinter - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
As - non combustion - Glass production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
As - non combustion - Production of coke oven coke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
As - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
As - non combustion - Steel production: basic oxygen furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
As - non combustion - Steel production: electric arc furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
As - non combustion - Steel production: open hearth furnace - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B(a)P - non combustion - Primary aluminium production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B(a)P - non combustion - Production of coke oven coke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B(a)P - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B(b)F - non combustion - Primary aluminium production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B(b)F - non combustion - Production of coke oven coke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B(b)F - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B(k)F - non combustion - Primary aluminium production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B(k)F - non combustion - Production of coke oven coke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B(k)F - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CH4 - non combustion - Extraction/production of (natural) gas - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CH4 - non combustion - Extraction/production of crude oil - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CH4 - non combustion - Mining of antracite - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CH4 - non combustion - Mining of bituminous coal - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CH4 - non combustion - Mining of coking coal - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CH4 - non combustion - Mining of lignite (brown coal) - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CH4 - non combustion - Mining of sub-bituminous coal - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CH4 - non combustion - Oil refinery - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CO - non combustion - Agglomeration plant - sinter - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CO - non combustion - Bricks production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CO - non combustion - Carbon black production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CO - non combustion - Cement production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
